district,city,latitude,longitude,updated_time,price,land_area_sqm,building_area_sqm,jumlah lantai,kamar tidur,kamar mandi,carpots,garasi,sertifikat,daya listrik,interior,tahun dibangun
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,2700000000.0,119.0,1.0,2.0,4.0,3.0,,,SHM,3000.0,Unfurnished,2016.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,2400000000.0,127.0,1.0,1.0,3.0,2.0,,,SHM,2200.0,Unfurnished,2016.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,3100000000.0,204.0,200.0,2.0,3.0,1.0,,,SHM,2200.0,Unfurnished,2016.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,11000000000.0,400.0,225.0,1.0,4.0,2.0,,,SHM,5500.0,Unfurnished,2016.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,2500000000.0,90.0,150.0,2.0,4.0,3.0,,,SHM,2200.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,9000000000.0,315.0,273.0,3.0,4.0,3.0,,,SHM,11000.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,3500000000.0,99.0,126.0,1.0,3.0,2.0,,,SHM,2200.0,Unfurnished,2023.0
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,16/03/2024,2900000000.0,98.0,91.0,2.0,3.0,3.0,,,PPJB,3500.0,Unfurnished,2023.0
Tanah Abang,Jakarta Pusat,-6.203972299999999,106.8051365,16/03/2024,9000000000.0,160.0,490.0,3.0,10.0,10.0,,,SHM,10000.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,1600000000.0,60.0,80.0,2.0,3.0,2.0,,,SHM,2200.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,5000000000.0,160.0,200.0,2.0,4.0,3.0,,,SHM,2200.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,4500000000.0,159.0,1.0,2.0,4.0,3.0,,,SHM,5500.0,Unfurnished,2016.0
Pulo Gadung,Jakarta Timur,-6.1936067,106.8912095,16/03/2024,5900000000.0,276.0,276.0,1.0,3.0,2.0,,,SHM,5500.0,Semi Furnished,2016.0
Tanjung Priok,Jakarta Utara,-6.1382799,106.8665166,16/03/2024,4500000000.0,144.0,167.0,2.0,3.0,2.0,,,SHM,3500.0,Semi Furnished,2016.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,5500000000.0,180.0,220.0,2.0,4.0,3.0,,,PPJB,5500.0,Semi Furnished,2016.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,16/03/2024,3700000000.0,114.0,260.0,3.0,6.0,4.0,,,SHM,5500.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,2100000000.0,90.0,1.0,1.0,3.0,1.0,,,SHM,2200.0,Unfurnished,2015.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,6500000000.0,208.0,230.0,2.0,4.0,3.0,,,SHM,3500.0,Unfurnished,2015.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,6800000000.0,120.0,168.0,2.0,3.0,2.0,,,PPJB,2200.0,Unfurnished,2022.0
Penjaringan,Jakarta Utara,-6.116455699999999,106.7557702,16/03/2024,9500000000.0,325.0,260.0,2.0,10.0,8.0,,,SHM,16400.0,Unfurnished,2022.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,9000000000.0,180.0,300.0,2.0,4.0,4.0,,,SHM,5500.0,Semi Furnished,2016.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,1500000000.0,60.0,80.0,2.0,3.0,2.0,,,SHM,2200.0,Unfurnished,2022.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,6500000000.0,120.0,170.0,2.0,4.0,4.0,,,PPJB,13500.0,Full Furnished,2022.0
Cilincing,Jakarta Utara,-6.1101657,106.9448985,16/03/2024,1000000000.0,124.0,60.0,1.0,2.0,1.0,,,SHM,2200.0,Unfurnished,2018.0
Cilincing,Jakarta Utara,-6.1101657,106.9448985,16/03/2024,2300000000.0,204.0,1.0,2.0,3.0,3.0,,,PPJB,2200.0,Unfurnished,2018.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,4650000000.0,119.0,165.0,2.0,4.0,3.0,,,SHM,4400.0,Unfurnished,2018.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,1600000000.0,70.0,105.0,2.0,2.0,3.0,,,SHM,2200.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,13000000000.0,351.0,600.0,3.0,4.0,5.0,,,SHM,13000.0,Semi Furnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,1325000000.0,60.0,102.0,2.0,2.0,2.0,,,SHM,3300.0,Semi Furnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,7500000000.0,220.0,320.0,2.0,4.0,3.0,,,SHM,4400.0,Unfurnished,2022.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,5500000000.0,200.0,230.0,2.0,4.0,3.0,,,SHM,4400.0,Unfurnished,2015.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,10/03/2024,1275000000.0,63.0,80.0,2.0,3.0,3.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Kemang,Mampang Prapatan,-6.2636232,106.8160465,10/03/2024,25000000000.0,1083.0,1000.0,2.0,4.0,4.0,10.0,10.0,SHM,13000.0,Full Furnished,2020.0
Ancol,Pademangan,-6.132975099999999,106.8266873,10/03/2024,6500000000.0,309.0,251.0,2.0,6.0,4.0,3.0,,SHM,5500.0,Unfurnished,1995.0
Mampang Prapatan,Jakarta Selatan,-6.2481661,106.8262565,10/03/2024,25000000000.0,1083.0,1000.0,2.0,4.0,4.0,10.0,10.0,SHM,13000.0,Full Furnished,2020.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,10/03/2024,1950000000.0,75.0,170.0,3.0,4.0,4.0,1.0,1.0,SHM,2200.0,Semi Furnished,2023.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,10/03/2024,1432000000.0,77.0,96.0,3.0,3.0,3.0,2.0,,SHM,2200.0,,2024.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,10/03/2024,1600000000.0,107.0,110.0,2.0,3.0,3.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Pondok Bambu,Cakung,-6.2325788,106.9033981,10/03/2024,1400000000.0,55.0,100.0,,3.0,2.0,,1.0,SHM,,Unfurnished,2024.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,10/03/2024,2350000000.0,92.0,200.0,3.0,4.0,4.0,2.0,,SHM,3500.0,Semi Furnished,2022.0
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,10/03/2024,1400000000.0,55.0,100.0,,3.0,2.0,,,SHM,,Unfurnished,2023.0
Tegal Parang,Mampang Prapatan,-6.249095199999999,106.8281623,10/03/2024,9600000000.0,700.0,719.0,1.0,6.0,6.0,2.0,4.0,HGB,17000.0,Unfurnished,2002.0
Pondok Bambu,Cakung,-6.2325788,106.9033981,10/03/2024,1400000000.0,55.0,100.0,2.0,3.0,2.0,,1.0,SHM,,Unfurnished,2024.0
Pulo Gadung,Jakarta Timur,-6.1936067,106.8912095,10/03/2024,3000000000.0,242.0,310.0,1.0,9.0,3.0,,,SHM,,Unfurnished,
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,10/03/2024,10000000000.0,377.0,500.0,2.0,5.0,5.0,8.0,,SHM,8500.0,Full Furnished,
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,10/03/2024,6500000000.0,188.0,540.0,2.0,3.0,4.0,,,SHM,11000.0,Full Furnished,
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,10/03/2024,7200000000.0,240.0,310.0,2.0,7.0,6.0,,,SHM,,Full Furnished,
Cempaka Putih,Jakarta Pusat,-6.1868333,106.8665002,10/03/2024,12000000000.0,420.0,1000.0,2.0,6.0,6.0,,,SHM,7700.0,Full Furnished,
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,10/03/2024,3900000000.0,220.0,160.0,2.0,3.0,2.0,,,SHM,,Full Furnished,
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,10/03/2024,3300000000.0,351.0,250.0,1.0,3.0,2.0,,4.0,SHM,2200.0,,
Kalibata,Pancoran,-6.264140599999999,106.8370122,10/03/2024,6000000000.0,176.0,180.0,2.0,4.0,4.0,2.0,1.0,SHM,6600.0,Semi Furnished,2005.0
Kalibata,Pasar Minggu,-6.289610499999999,106.8399623,10/03/2024,6000000000.0,176.0,180.0,2.0,4.0,4.0,2.0,1.0,SHM,5500.0,Semi Furnished,
Mampang Prapatan,Jakarta Selatan,-6.2481661,106.8262565,10/03/2024,15000000000.0,840.0,900.0,1.0,5.0,3.0,3.0,1.0,SHM,6600.0,Semi Furnished,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,10/03/2024,4000000000.0,127.0,200.0,,4.0,3.0,1.0,1.0,SHM,2200.0,Semi Furnished,
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,10/03/2024,9900000000.0,307.0,195.0,2.0,4.0,3.0,1.0,1.0,SHM,6600.0,Semi Furnished,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,10/03/2024,9000000000.0,200.0,550.0,4.0,4.0,3.0,2.0,2.0,SHM,10500.0,Full Furnished,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,10/03/2024,2450000000.0,102.0,160.0,2.0,4.0,4.0,2.0,,SHM,2200.0,Semi Furnished,2024.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,10/03/2024,1190000000.0,42.0,80.0,2.0,2.0,2.0,1.0,,SHM,2200.0,Semi Furnished,2024.0
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,16/03/2024,2250000000.0,57.0,168.0,3.0,4.0,3.0,,,SHM,2200.0,Unfurnished,2023.0
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,16/03/2024,2520000000.0,72.0,193.0,3.0,5.0,4.0,,,SHM,2200.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,8000000000.0,300.0,500.0,2.0,4.0,3.0,,,SHM,3500.0,Unfurnished,2023.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,16/03/2024,1980000000.0,126.0,180.0,2.0,4.0,3.0,,,SHM,2200.0,Unfurnished,2023.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,16/03/2024,14000000000.0,1703.0,330.0,1.0,5.0,4.0,,,SHM,5000.0,Unfurnished,2023.0
Senen,Jakarta Pusat,-6.195351899999999,106.8498184,16/03/2024,17500000000.0,595.0,400.0,1.0,10.0,3.0,,,HGB,3500.0,Unfurnished,2023.0
Palmerah,Jakarta Barat,-6.1942907,106.793333,16/03/2024,8900000000.0,226.0,378.0,3.0,10.0,10.0,,,SHM,5500.0,Full Furnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,15800000000.0,414.0,670.0,3.0,7.0,4.0,,,SHM,23100.0,Unfurnished,2023.0
Tanah Abang,Jakarta Pusat,-6.203972299999999,106.8051365,16/03/2024,12700000000.0,106.0,506.0,5.0,10.0,10.0,,,SHM,4400.0,Full Furnished,2023.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,16/03/2024,1773000000.0,77.0,145.0,3.0,3.0,3.0,2.0,,SHM,2200.0,Semi Furnished,2024.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,16/03/2024,2500000000.0,81.0,180.0,3.0,3.0,3.0,2.0,,SHM,2200.0,Unfurnished,2024.0
Koja,Jakarta Utara,-6.115910299999999,106.9081259,16/03/2024,2200000000.0,334.0,250.0,2.0,6.0,3.0,,,SHM,2200.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,10000000000.0,212.0,280.0,2.0,4.0,3.0,,,SHM,3500.0,Unfurnished,2023.0
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,16/03/2024,3200000000.0,87.0,231.0,3.0,5.0,4.0,,,SHM,2200.0,Unfurnished,2023.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,16/03/2024,2500000000.0,80.0,180.0,,3.0,3.0,2.0,,SHM,2200.0,Unfurnished,2024.0
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,16/03/2024,3000000000.0,100.0,120.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Unfurnished,
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,16/03/2024,4800000000.0,240.0,150.0,1.0,3.0,2.0,,,SHM,7700.0,Unfurnished,2023.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,16/03/2024,2650000000.0,81.0,180.0,3.0,3.0,3.0,2.0,,SHM,2200.0,Unfurnished,2024.0
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,16/03/2024,1800000000.0,90.0,135.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,1800000000.0,90.0,135.0,1.0,4.0,2.0,,,SHM,2200.0,Unfurnished,2023.0
Kalibata,Jagakarsa,-6.264140599999999,106.8370122,03/03/2024,260000000.0,20.0,40.0,2.0,2.0,2.0,1.0,,SHM,,Unfurnished,2024.0
Pondok Labu,Jagakarsa,-6.3076465,106.79719,03/03/2024,260000000.0,20.0,40.0,2.0,2.0,2.0,,,SHM,,Unfurnished,2024.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,03/03/2024,3950000000.0,140.0,390.0,3.0,8.0,4.0,1.0,1.0,SHM,10300.0,Semi Furnished,2018.0
Pulogebang Jakarta Timur,Cakung,-6.2079551,106.9535691,03/03/2024,1700000000.0,157.0,145.0,1.0,3.0,1.0,1.0,,SHM,900.0,Semi Furnished,2008.0
Tambora,Jakarta Barat,-6.1477051,106.8072461,03/03/2024,1250000000.0,38.0,75.0,3.0,3.0,3.0,1.0,,SHM,2200.0,,2023.0
Gambir,Jakarta Pusat,-6.1673595,106.8209277,03/03/2024,2900000000.0,114.0,81.0,,3.0,1.0,1.0,,SHM,,Semi Furnished,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,03/03/2024,1600000000.0,107.0,110.0,2.0,3.0,3.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,03/03/2024,2200000000.0,55.0,100.0,3.0,3.0,3.0,,1.0,SHM,2200.0,Semi Furnished,2023.0
Kebayoran Lama,Jakarta Selatan,-6.2365997,106.7805858,03/03/2024,19000000000.0,438.0,319.0,2.0,4.0,4.0,3.0,,SHM,6600.0,Semi Furnished,
Kebayoran Lama,Jakarta Selatan,-6.2365997,106.7805858,03/03/2024,600000000.0,65.0,90.0,2.0,3.0,1.0,,,AJB,1300.0,Unfurnished,
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,03/03/2024,1600000000.0,90.0,90.0,2.0,2.0,2.0,1.0,,SHM,2200.0,,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,03/03/2024,1600000000.0,200.0,200.0,1.0,5.0,3.0,1.0,,SHM,,Unfurnished,
Pesanggrahan,Jakarta Selatan,-6.2365273,106.751266,03/03/2024,3500000000.0,184.0,300.0,2.0,4.0,3.0,3.0,,SHM,4400.0,Unfurnished,
Jakarta Garden City,Cakung,-6.1784595,106.953508,03/03/2024,2900000000.0,148.0,198.0,2.0,3.0,3.0,1.0,1.0,SHM,3298.0,Semi Furnished,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,03/03/2024,935000000.0,45.0,80.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Semi Furnished,2024.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,03/03/2024,1200000000.0,56.0,90.0,2.0,3.0,3.0,1.0,,SHM,2200.0,Semi Furnished,2023.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,03/03/2024,2400000000.0,124.0,240.0,3.0,3.0,3.0,2.0,,SHM,2200.0,Semi Furnished,2024.0
SCBD,Kebayoran Baru,-6.2271475,106.8089298,03/03/2024,127000000000.0,1429.0,700.0,1.0,8.0,6.0,6.0,3.0,SHM,,Unfurnished,2000.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,03/03/2024,2400000000.0,185.0,250.0,2.0,4.0,3.0,,,SHM,4400.0,Unfurnished,2021.0
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,03/03/2024,3200000000.0,210.0,160.0,2.0,4.0,3.0,,,SHM,4400.0,Semi Furnished,2020.0
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,03/03/2024,1950000000.0,81.0,186.0,2.0,2.0,2.0,,,HGB,5500.0,Unfurnished,2020.0
Penjaringan,Jakarta Utara,-6.116455699999999,106.7557702,03/03/2024,12000000000.0,200.0,660.0,4.0,3.0,6.0,,,SHM,7700.0,Full Furnished,2020.0
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,03/03/2024,5500000000.0,240.0,480.0,2.0,4.0,3.0,,,SHM,7700.0,Unfurnished,2020.0
Penjaringan,Jakarta Utara,-6.116455699999999,106.7557702,03/03/2024,13000000000.0,512.0,661.0,3.0,4.0,6.0,,,SHM,7700.0,Semi Furnished,2020.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,03/03/2024,6500000000.0,120.0,180.0,2.0,4.0,3.0,,,SHM,5500.0,Full Furnished,2020.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,03/03/2024,6950000000.0,200.0,500.0,3.0,4.0,4.0,,,SHM,7700.0,Full Furnished,2020.0
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,03/03/2024,25000000000.0,450.0,720.0,2.0,5.0,5.0,,,SHM,12300.0,Unfurnished,2020.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,03/03/2024,1775000000.0,86.0,100.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2023.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,03/03/2024,3950000000.0,315.0,260.0,1.0,4.0,2.0,3.0,3.0,SHM,3500.0,Semi Furnished,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,03/03/2024,2250000000.0,144.0,312.0,3.0,3.0,2.0,,,SHM,3500.0,Unfurnished,2023.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,03/03/2024,1800000000.0,90.0,120.0,2.0,3.0,2.0,,,SHM,1200.0,Unfurnished,2023.0
Bambu Apus,Cipayung,-6.3092491,106.9033981,03/03/2024,850000000.0,50.0,60.0,2.0,2.0,2.0,1.0,1.0,SHM,2200.0,Unfurnished,
Gunung Sahari,Sawah Besar,-6.149223999999999,106.8370122,03/03/2024,7853000000.0,421.0,300.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,
Menteng,Jakarta Pusat,-6.1937297,106.8392111,03/03/2024,110000000000.0,948.0,600.0,2.0,5.0,4.0,7.0,4.0,SHM,23000.0,Unfurnished,2000.0
Pondok Kelapa,Duren Sawit,-6.2393686,106.9299579,03/03/2024,1000000000.0,67.0,50.0,1.0,2.0,1.0,1.0,1.0,SHM,1300.0,Unfurnished,
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,03/03/2024,4000000000.0,100.0,250.0,2.0,2.0,2.0,,,SHM,3500.0,Unfurnished,2023.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,03/03/2024,1800000000.0,86.0,135.0,2.0,2.0,2.0,,,SHM,2200.0,Semi Furnished,2023.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,03/03/2024,4500000000.0,298.0,298.0,2.0,3.0,4.0,,,SHM,6000.0,Unfurnished,2023.0
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,03/03/2024,3200000000.0,100.0,128.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,1900000000.0,102.0,1.0,1.0,1.0,1.0,,,SHM,,Unfurnished,2023.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,16/03/2024,2000000000.0,2000.0,100.0,2.0,3.0,2.0,,,SHM,2200.0,Unfurnished,2023.0
Kemayoran,Jakarta Pusat,-6.1594869,106.8541776,16/03/2024,3000000000.0,275.0,250.0,1.0,6.0,3.0,,,SHM,2200.0,Unfurnished,2023.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,16/03/2024,2300000000.0,90.0,172.0,2.0,3.0,2.0,,,SHM,2200.0,Unfurnished,2023.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,16/03/2024,5700000000.0,190.0,333.0,3.0,6.0,4.0,,,SHM,13200.0,Unfurnished,2023.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,16/03/2024,6700000000.0,325.0,400.0,3.0,5.0,3.0,,,SHM,11000.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,2500000000.0,102.0,90.0,1.0,2.0,1.0,,,SHM,2200.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,2200000000.0,90.0,160.0,2.0,4.0,5.0,,,SHM,2200.0,Unfurnished,2023.0
Cempaka Putih,Jakarta Pusat,-6.1868333,106.8665002,16/03/2024,3000000000.0,96.0,130.0,2.0,4.0,3.0,,,SHM,4400.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,2100000000.0,180.0,130.0,1.0,4.0,3.0,,,SHM,2200.0,Unfurnished,2023.0
Tanjung Priok,Jakarta Utara,-6.1382799,106.8665166,16/03/2024,6000000000.0,120.0,180.0,3.0,5.0,4.0,,,SHM,2200.0,Unfurnished,2023.0
Tanjung Priok,Jakarta Utara,-6.1382799,106.8665166,16/03/2024,3925000000.0,182.0,260.0,2.0,4.0,3.0,,,SHM,4400.0,Unfurnished,2023.0
Tanjung Priok,Jakarta Utara,-6.1382799,106.8665166,16/03/2024,3400000000.0,70.0,230.0,3.0,4.0,3.0,,,SHM,5500.0,Unfurnished,2023.0
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,16/03/2024,2600000000.0,102.0,92.0,2.0,3.0,2.0,,,PPJB,4400.0,Unfurnished,2023.0
Tanjung Priok,Jakarta Utara,-6.1382799,106.8665166,16/03/2024,7500000000.0,220.0,580.0,2.0,4.0,4.0,,,SHM,7700.0,Unfurnished,2023.0
Cempaka Putih,Jakarta Pusat,-6.1868333,106.8665002,16/03/2024,5300000000.0,150.0,250.0,2.0,6.0,4.0,,,SHM,3500.0,Unfurnished,2023.0
Pulo Gadung,Jakarta Timur,-6.1936067,106.8912095,16/03/2024,3750000000.0,142.0,289.0,2.0,5.0,7.0,,,SHM,4500.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,3400000000.0,102.0,216.0,3.0,3.0,3.0,,,SHM,2200.0,Semi Furnished,2023.0
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,16/03/2024,5000000000.0,350.0,425.0,2.0,5.0,4.0,,,HGB,4400.0,Unfurnished,2023.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,16/03/2024,2950000000.0,120.0,112.0,2.0,5.0,3.0,,,SHM,3500.0,Unfurnished,2023.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,03/03/2024,40000000000.0,3050.0,800.0,,4.0,4.0,,2.0,SHM,33999.0,,
Pesanggrahan,Jakarta Selatan,-6.2365273,106.751266,03/03/2024,12000000000.0,477.0,650.0,2.0,9.0,6.0,3.0,1.0,SHM,3500.0,Semi Furnished,2002.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,03/03/2024,6900000000.0,180.0,300.0,2.0,4.0,3.0,,,SHM,7700.0,Unfurnished,2017.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,10000000000.0,443.0,1.0,3.0,6.0,4.0,,,SHM,6600.0,Unfurnished,2017.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,7000000000.0,210.0,290.0,3.0,3.0,3.0,,,SHM,11000.0,Unfurnished,2017.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,1650000000.0,80.0,67.0,1.0,2.0,1.0,,,HGB,2200.0,Unfurnished,2017.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,1600000000.0,88.0,1.0,2.0,2.0,2.0,,,HGB,2200.0,Unfurnished,2017.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,6500000000.0,360.0,400.0,2.0,5.0,3.0,,,Lain-lain,6600.0,Unfurnished,2017.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,1650000000.0,105.0,120.0,2.0,4.0,2.0,,,SHM,2200.0,Unfurnished,2019.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,2100000000.0,102.0,108.0,1.0,3.0,2.0,,,SHM,4400.0,Unfurnished,2022.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,5900000000.0,145.0,250.0,3.0,4.0,4.0,,,SHM,3500.0,Unfurnished,2016.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,5700000000.0,102.0,200.0,3.0,4.0,3.0,,,SHM,4400.0,Unfurnished,2016.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,3500000000.0,180.0,1.0,2.0,5.0,3.0,,,Lain-lain,,Unfurnished,2016.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,5250000000.0,80.0,1.0,2.0,3.0,2.0,,,SHM,3500.0,Full Furnished,2016.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,3950000000.0,119.0,156.0,2.0,4.0,3.0,,,PPJB,3500.0,Unfurnished,2016.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,1650000000.0,75.0,1.0,2.0,2.0,2.0,,,SHM,2200.0,Semi Furnished,2016.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,3000000000.0,135.0,180.0,2.0,4.0,4.0,,,SHM,2200.0,Unfurnished,2016.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,2700000000.0,119.0,1.0,2.0,4.0,3.0,,,SHM,3000.0,Unfurnished,2016.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,02/03/2024,2400000000.0,127.0,1.0,1.0,3.0,2.0,,,SHM,2200.0,Unfurnished,2016.0
