district,city,latitude,longitude,updated_time,price,land_area_sqm,building_area_sqm,jumlah lantai,kamar tidur,kamar mandi,carpots,garasi,sertifikat,daya listrik,interior,tahun dibangun
Royal Residence,Cakung,-6.1939196,106.9608558,21/02/2024,1950000000.0,90.0,150.0,2.0,4.0,3.0,1.0,,SHM,4400.0,Unfurnished,2020.0
Cempaka Putih,Jakarta Pusat,-6.1868333,106.8665002,21/02/2024,625000000.0,54.0,53.0,1.0,2.0,1.0,,,SHM,1299.0,Unfurnished,2017.0
Benhil,Tanah Abang,-6.2088902,106.8075136,21/02/2024,7900000000.0,190.0,210.0,2.0,4.0,3.0,2.0,,SHM,,,
Slipi,Palmerah,-6.1937584,106.8016144,21/02/2024,5500000000.0,151.0,225.0,2.0,4.0,3.0,1.0,1.0,SHM,3500.0,Semi Furnished,2000.0
Bendungan Hilir,Tanah Abang,-6.2088902,106.8075136,21/02/2024,7900000000.0,190.0,210.0,2.0,4.0,3.0,2.0,,SHM,,Unfurnished,
Lenteng Agung,Pancoran,-6.325502999999999,106.8341101,21/02/2024,7000000000.0,142.0,300.0,3.0,6.0,5.0,2.0,,SHM,7700.0,Semi Furnished,2022.0
Pondok Kelapa,Duren Sawit,-6.2393686,106.9299579,21/02/2024,2450000000.0,145.0,160.0,,5.0,3.0,1.0,,SHM,3500.0,Semi Furnished,2020.0
Pondok Kelapa,Duren Sawit,-6.2393686,106.9299579,21/02/2024,3150000000.0,160.0,180.0,2.0,5.0,4.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Lenteng Agung,Jagakarsa,-6.325502999999999,106.8341101,21/02/2024,8000000000.0,741.0,350.0,2.0,8.0,5.0,3.0,1.0,SHM,4400.0,Full Furnished,2018.0
Kalibata,Pancoran,-6.264140599999999,106.8370122,21/02/2024,1750000000.0,60.0,100.0,2.0,2.0,2.0,1.0,,SHM,1300.0,Semi Furnished,2018.0
Kalibata,Mampang Prapatan,-6.264140599999999,106.8370122,21/02/2024,10000000000.0,286.0,235.0,2.0,4.0,4.0,1.0,1.0,SHM,5500.0,Semi Furnished,2020.0
Lebak Bulus,Cilandak,-6.3031123,106.7794935,21/02/2024,9300000000.0,337.0,160.0,2.0,6.0,4.0,2.0,1.0,SHM,7700.0,Semi Furnished,2006.0
Kramat Jati,Jakarta Timur,-6.263320299999999,106.8656951,21/02/2024,1350000000.0,50.0,80.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,2022.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,21/02/2024,3000000000.0,290.0,140.0,2.0,3.0,3.0,3.0,,SHM,4400.0,Semi Furnished,
Tebet,Jakarta Selatan,-6.2251223,106.8549881,21/02/2024,3000000000.0,93.0,297.0,3.0,5.0,5.0,1.0,,SHM,4400.0,Semi Furnished,2013.0
sektor 2-bintaro,Tebet,-6.2779799,106.7519886,21/02/2024,199100000.0,78.0,36.0,1.0,2.0,1.0,1.0,,HGB,1300.0,,2024.0
Ciracas,Jakarta Timur,-6.308751699999999,106.8749344,21/02/2024,1000000000.0,60.0,80.0,2.0,3.0,2.0,1.0,,SHM,2200.0,,2023.0
Tebet,Jakarta Selatan,-6.2251223,106.8549881,21/02/2024,3400000000.0,130.0,200.0,2.0,3.0,3.0,1.0,,SHM,3500.0,Unfurnished,
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,21/02/2024,21000000000.0,538.0,227.0,1.0,4.0,3.0,3.0,,SHM,22000.0,Unfurnished,
Radio Dalam,Tebet,-6.2564829,106.7899924,21/02/2024,1290000000.0,93.0,186.0,2.0,3.0,3.0,2.0,,SHM,2200.0,Full Furnished,2023.0
Taman Anggrek,Kebon Jeruk,-6.1785831,106.7922128,21/02/2024,600000000.0,70.0,60.0,1.0,3.0,1.0,,,SHM,2200.0,Unfurnished,
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,10/02/2024,56000000.0,27.0,71.0,,,,,,,,,
Rawamangun,Matraman,-6.1976024,106.879792,10/02/2024,56000000.0,27.0,71.0,,,,,,,,,
Cijantung,Ciracas,-6.310989999999999,106.86252,10/02/2024,56000000.0,27.0,71.0,,,,,,,1300.0,,
Rorotan,Tanjung Priok,-6.1467296,106.9535691,10/02/2024,56000000.0,27.0,71.0,,,,,,,,,
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,21/02/2024,5000000000.0,234.0,150.0,,6.0,3.0,,1.0,SHM,900.0,Unfurnished,
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,21/02/2024,26999999999.0,368.0,420.0,2.0,7.0,5.0,4.0,4.0,SHM,5500.0,Semi Furnished,2000.0
cipete,Cilandak,-6.2716448,106.8030892,21/02/2024,11875000000.0,270.0,300.0,2.0,4.0,4.0,2.0,2.0,SHM,5500.0,Full Furnished,2016.0
Grand Mahakam 55,Jagakarsa,-6.343843300000001,106.816975,21/02/2024,1600000000.0,97.0,140.0,2.0,3.0,2.0,,1.0,SHM,2200.0,Full Furnished,2016.0
Cipayung,Jakarta Timur,-6.3153539,106.8928693,21/02/2024,1082000000.0,60.0,66.0,2.0,2.0,2.0,,1.0,SHM,1300.0,Unfurnished,2023.0
kayu manis,Matraman,-6.2026226,106.8628267,29/02/2024,300000000.0,35.0,32.0,1.0,1.0,1.0,,,Lain-lain,900.0,Unfurnished,
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,21/02/2024,4500000000.0,150.0,300.0,3.0,5.0,3.0,2.0,,SHM,3500.0,Unfurnished,2018.0
meruya,Kembangan,-6.1970854,106.7382072,21/02/2024,4550000000.0,201.0,400.0,2.0,8.0,8.0,,2.0,SHM,3300.0,Semi Furnished,2014.0
Menteng Jakarta Pusat,Menteng,-6.1937297,106.8392111,21/02/2024,44999999999.0,920.0,600.0,2.0,6.0,5.0,4.0,4.0,HGB,,Semi Furnished,2000.0
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,21/02/2024,32000000000.0,530.0,600.0,2.0,4.0,6.0,2.0,2.0,SHM,5500.0,Semi Furnished,2001.0
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,21/02/2024,21500000000.0,358.0,378.0,2.0,4.0,4.0,2.0,2.0,SHM,10500.0,Unfurnished,2000.0
Mampang Prapatan,Jakarta Selatan,-6.2481661,106.8262565,21/02/2024,27000000000.0,900.0,600.0,3.0,6.0,3.0,9.0,,SHM,11000.0,Semi Furnished,2000.0
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,21/02/2024,11000000000.0,480.0,700.0,,5.0,5.0,2.0,,SHM,,Unfurnished,2000.0
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,21/02/2024,11900000000.0,700.0,488.0,2.0,5.0,4.0,4.0,2.0,SHM,11500.0,Semi Furnished,2003.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,21/02/2024,1650000000.0,97.0,130.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,
Mampang Prapatan,Jakarta Selatan,-6.2481661,106.8262565,21/02/2024,27000000000.0,900.0,600.0,3.0,6.0,3.0,9.0,,SHM,11000.0,Semi Furnished,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,21/02/2024,550000000.0,50.0,27.0,,2.0,1.0,1.0,,SHM,2200.0,Unfurnished,2016.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,21/02/2024,4500000000.0,150.0,400.0,3.0,4.0,4.0,,,SHM,5500.0,,
Ciracas,Jakarta Timur,-6.308751699999999,106.8749344,21/02/2024,822000000.0,40.0,64.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,2024.0
Tebet,Jakarta Selatan,-6.2251223,106.8549881,21/02/2024,3400000000.0,100.0,150.0,2.0,3.0,3.0,2.0,,SHM,2200.0,,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,21/02/2024,1700000000.0,90.0,90.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,2002.0
Pondok Kelapa,Ciracas,-6.2393686,106.9299579,21/02/2024,860000000.0,77.0,77.0,2.0,3.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,21/02/2024,1799999999.0,150.0,150.0,1.0,3.0,3.0,,2.0,SHM,2200.0,Semi Furnished,2010.0
Ciracas,Jakarta Timur,-6.308751699999999,106.8749344,21/02/2024,500000000.0,29.0,29.0,2.0,2.0,2.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Penjaringan,Jakarta Utara,-6.116455699999999,106.7557702,21/02/2024,18500000000.0,460.0,850.0,2.0,5.0,5.0,2.0,,SHM,3500.0,Full Furnished,2000.0
Kramat Jati,Jakarta Timur,-6.263320299999999,106.8656951,21/02/2024,255000000.0,12.0,20.0,2.0,1.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Palmerah,Jakarta Barat,-6.1942907,106.793333,29/02/2024,4800000000.0,200.0,150.0,2.0,3.0,3.0,1.0,1.0,SHM,4400.0,Semi Furnished,1997.0
Cipulir,Kebayoran Lama,-6.23682,106.773595,21/02/2024,1650000000.0,70.0,100.0,2.0,3.0,3.0,1.0,,SHM,2200.0,Unfurnished,2024.0
Kebagusan,Kebayoran Lama,-6.3115948,106.8325872,21/02/2024,1650000000.0,70.0,100.0,2.0,3.0,3.0,1.0,,SHM,2200.0,Unfurnished,2024.0
Cilincing,Jakarta Utara,-6.1101657,106.9448985,29/02/2024,900000000.0,143.0,143.0,1.0,2.0,1.0,,,SHM,900.0,Unfurnished,2015.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,21/02/2024,1600000000.0,96.0,120.0,1.0,5.0,2.0,1.0,2.0,SHM,3500.0,Unfurnished,
Cipinang,Jatinegara,-6.2176426,106.8915948,29/02/2024,900000000.0,78.0,156.0,2.0,5.0,2.0,,,SHM,1300.0,Full Furnished,2023.0
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,21/02/2024,1800000000000.0,180.0,90.0,1.0,2.0,2.0,,1.0,SHM,1300.0,Unfurnished,2000.0
Citra Garden,Cengkareng,-6.1390604,106.7305335,21/02/2024,2800000000.0,136.0,123.0,2.0,4.0,2.0,1.0,,SHM,,,
Tebet,Jakarta Selatan,-6.2251223,106.8549881,21/02/2024,13500000000.0,402.0,350.0,2.0,7.0,4.0,2.0,3.0,SHM,,,
Jakarta Selatan,Jakarta,-6.2614927,106.8105998,29/02/2024,23000000000.0,562.0,350.0,1.0,4.0,4.0,5.0,,SHM,10000.0,Semi Furnished,2000.0
Tebet,Jakarta Selatan,-6.2251223,106.8549881,21/02/2024,4700000000.0,265.0,200.0,1.0,4.0,3.0,,4.0,SHM,,Unfurnished,
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,29/02/2024,1600000000.0,55.0,98.0,3.0,3.0,5.0,,,SHM,3500.0,Unfurnished,2017.0
Tebet,Jakarta Selatan,-6.2251223,106.8549881,21/02/2024,16500000000.0,300.0,300.0,1.0,3.0,2.0,2.0,,SHM,,Unfurnished,
Kembangan,Jakarta Barat,-6.1987086,106.741926,29/02/2024,6500000000.0,871.0,200.0,2.0,3.0,2.0,2.0,,SHM,3300.0,Unfurnished,
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,29/02/2024,2100000000.0,75.0,145.0,1.0,3.0,3.0,1.0,,SHM,2200.0,Unfurnished,2021.0
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,29/02/2024,3700000000.0,108.0,200.0,2.0,4.0,3.0,1.0,,SHM,3300.0,,2021.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,21/02/2024,1800000000.0,90.0,150.0,2.0,3.0,2.0,,,SHM,,,
Kalibata,Pancoran,-6.264140599999999,106.8370122,21/02/2024,6600000000.0,311.0,250.0,2.0,3.0,2.0,1.0,1.0,SHM,3500.0,,
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,29/02/2024,2700000000.0,126.0,250.0,3.0,10.0,6.0,,,SHM,,Semi Furnished,2015.0
Kembangan,Jakarta Barat,-6.1987086,106.741926,29/02/2024,4550000000.0,203.0,300.0,2.0,9.0,9.0,1.0,,SHM,4400.0,Semi Furnished,2014.0
Kebon Jeruk,Jakarta Barat,-6.184046800000001,106.7680752,29/02/2024,1195000000.0,35.0,107.0,3.0,3.0,3.0,,,SHM,,Unfurnished,2022.0
Kali Deres,Jakarta Barat,-6.152444099999999,106.6969285,21/02/2024,4500000000.0,225.0,472.0,2.0,4.0,5.0,,,SHM,7700.0,,
Cipayung,Jakarta Timur,-6.3153539,106.8928693,21/02/2024,700000000.0,51.0,60.0,2.0,3.0,2.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,21/02/2024,2500000000.0,87.0,191.0,3.0,5.0,5.0,,,,,,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,21/02/2024,3750000000.0,162.0,252.0,2.0,4.0,3.0,,,,,,
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,21/02/2024,425000000.0,68.0,50.0,1.0,2.0,1.0,,,SHM,900.0,Unfurnished,2015.0
Park Residence,Kali Deres,-6.139144,106.712278,21/02/2024,3200000000.0,105.0,269.0,3.0,6.0,3.0,,,PPJB,4400.0,,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,21/02/2024,1850000000.0,68.0,104.0,2.0,2.0,2.0,,,AJB,,,
Pinang Griya Permai,Kembangan,-6.2165275,106.6943258,21/02/2024,900000000.0,105.0,150.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,21/02/2024,1300000000.0,48.0,64.0,2.0,2.0,2.0,,,,,,
Citra Garden 2 Extension,Cengkareng,-6.1336179,106.6931972,29/02/2024,2500000000.0,128.0,170.0,,3.0,4.0,1.0,,SHM,3500.0,Semi Furnished,
Ciracas,Jakarta Timur,-6.308751699999999,106.8749344,29/02/2024,1500000000.0,108.0,150.0,1.0,3.0,3.0,1.0,1.0,SHM,2200.0,,
condet,Kramat Jati,-6.2823949,106.855227,21/02/2024,350000000.0,15.0,29.0,2.0,2.0,1.0,,,SHM,1299.0,Unfurnished,2020.0
Tebet,Jakarta Selatan,-6.2251223,106.8549881,21/02/2024,3600000000.0,106.0,212.0,2.0,4.0,3.0,2.0,,SHM,2200.0,Unfurnished,
Ciracas,Jakarta Timur,-6.308751699999999,106.8749344,21/02/2024,971000000.0,59.0,81.0,2.0,3.0,2.0,2.0,,SHM,2198.0,Unfurnished,2022.0
Ciracas,Jakarta Timur,-6.308751699999999,106.8749344,29/02/2024,875000000.0,100.0,80.0,,2.0,1.0,,1.0,SHM,,Semi Furnished,2014.0
Taman Sari,Jakarta Barat,-6.1500077,106.816861,21/02/2024,700000000.0,50.0,30.0,2.0,2.0,2.0,2.0,,SHM,2200.0,Unfurnished,2024.0
Pulo Gadung,Jakarta Timur,-6.1936067,106.8912095,21/02/2024,2550000000.0,70.0,130.0,2.0,3.0,3.0,1.0,1.0,SHM,2200.0,Unfurnished,2024.0
Pondok Labu,Cilandak,-6.3076465,106.79719,21/02/2024,3600000000.0,109.0,211.0,3.0,5.0,4.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,21/02/2024,3600000000.0,109.0,211.0,3.0,5.0,4.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Cempaka Putih,Jakarta Pusat,-6.1868333,106.8665002,29/02/2024,9500000000.0,550.0,390.0,1.0,5.0,4.0,2.0,,SHM,2200.0,Semi Furnished,1980.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,29/02/2024,650000000.0,50.0,100.0,2.0,2.0,2.0,,,SHM,1300.0,Full Furnished,2020.0
Pulo Gadung,Jakarta Timur,-6.1936067,106.8912095,21/02/2024,12000000000.0,405.0,450.0,1.0,10.0,8.0,2.0,,SHM,4400.0,Unfurnished,
Pulo Gadung,Jakarta Timur,-6.1936067,106.8912095,21/02/2024,4300000000.0,183.0,210.0,1.0,5.0,3.0,,,SHM,5500.0,Semi Furnished,
Pulo Gadung,Jakarta Timur,-6.1936067,106.8912095,21/02/2024,3500000000.0,219.0,200.0,1.0,4.0,3.0,,,SHM,2200.0,Unfurnished,
Jakarta Garden City,Cakung,-6.1784595,106.953508,21/02/2024,1750000000.0,90.0,75.0,2.0,3.0,2.0,2.0,,SHM,2200.0,Unfurnished,
Kebayoran Baru,Jakarta Selatan,-6.2452337,106.7999471,21/02/2024,13000000000.0,510.0,700.0,2.0,10.0,10.0,4.0,,SHM,,,
Pantai Indah Kapuk,Penjaringan,-6.1026441,106.7411622,29/02/2024,13500000000.0,512.0,600.0,2.0,5.0,4.0,,,SHM,7700.0,,
Pejaten Village,Pasar Minggu,-6.280333,106.8289217,29/02/2024,10000000000.0,318.0,480.0,2.0,3.0,3.0,2.0,,SHM,,Full Furnished,
Pondok Indah Jakarta Selatan,Kebayoran Baru,-6.2775326,106.7794935,21/02/2024,9000000000.0,160.0,400.0,2.0,3.0,4.0,2.0,,SHM,11000.0,Full Furnished,2022.0
Tanah Abang,Jakarta Pusat,-6.203972299999999,106.8051365,29/02/2024,200000000.0,21.0,21.0,,1.0,1.0,,,SHM,1300.0,,1997.0
Cengkareng,Jakarta Barat,-6.1390604,106.7305335,21/02/2024,2200000000.0,120.0,132.0,2.0,3.0,2.0,,,SHM,2198.0,,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,29/02/2024,1780000000.0,189.0,189.0,1.0,4.0,4.0,,,SHM,1300.0,Unfurnished,2020.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,21/02/2024,2200000000.0,120.0,100.0,1.0,4.0,3.0,1.0,,SHM,2200.0,Semi Furnished,2005.0
permata hijau,Kebayoran Lama,-6.2223439,106.7862716,29/02/2024,1300000000.0,40.0,80.0,1.0,3.0,2.0,,1.0,SHM,1300.0,Unfurnished,2019.0
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,21/02/2024,5000000000.0,350.0,175.0,2.0,6.0,3.0,2.0,,SHM,3300.0,Unfurnished,
cipete,Kebayoran Baru,-6.2596634,106.8080833,29/02/2024,5000000000.0,251.0,211.0,1.0,3.0,2.0,,2.0,SHM,,Unfurnished,
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,21/02/2024,3800000000.0,123.0,123.0,2.0,3.0,3.0,2.0,,SHM,2200.0,Full Furnished,2020.0
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,21/02/2024,4250000000.0,136.0,170.0,2.0,3.0,3.0,2.0,,SHM,2200.0,Full Furnished,
Kebagusan,Pasar Minggu,-6.3115948,106.8325872,21/02/2024,3800000000.0,123.0,123.0,2.0,3.0,3.0,2.0,,SHM,2200.0,Full Furnished,2020.0
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,21/02/2024,2400000000.0,88.0,140.0,2.0,3.0,3.0,2.0,,SHM,3300.0,Semi Furnished,2024.0
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,21/02/2024,610000007.0,78.0,55.0,1.0,3.0,1.0,1.0,,SHM,1298.0,,2022.0
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,21/02/2024,775000007.0,100.0,85.0,1.0,,,1.0,,SHM,1299.0,Unfurnished,
Grogol Petamburan,Jakarta Barat,-6.161697999999999,106.7846412,21/02/2024,2500000000.0,99.0,99.0,3.0,10.0,5.0,,,HGB,2600.0,Unfurnished,
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,21/02/2024,575000007.0,60.0,70.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,21/02/2024,575000007.0,72.0,55.0,1.0,2.0,1.0,1.0,,SHM,1299.0,Unfurnished,2023.0
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,21/02/2024,595000007.0,55.0,72.0,1.0,2.0,1.0,1.0,,SHM,1299.0,Unfurnished,2022.0
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,21/02/2024,1200000000.0,112.0,112.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,
Kramat Jati,Jakarta Timur,-6.263320299999999,106.8656951,29/02/2024,4000000000.0,190.0,175.0,1.0,4.0,2.0,,1.0,SHM,2200.0,Unfurnished,1990.0
Tebet,Jakarta Selatan,-6.2251223,106.8549881,21/02/2024,7990000000.0,300.0,200.0,1.0,4.0,3.0,,2.0,SHM,4400.0,Semi Furnished,2000.0
Cempaka Putih,Jakarta Pusat,-6.1868333,106.8665002,29/02/2024,9100000000.0,533.0,341.0,1.0,5.0,4.0,2.0,2.0,SHM,,Semi Furnished,1990.0
Cipayung,Jakarta Timur,-6.3153539,106.8928693,29/02/2024,800000000.0,134.0,134.0,2.0,,,1.0,1.0,SHM,,Unfurnished,
Kembangan,Jakarta Barat,-6.1987086,106.741926,21/02/2024,2333000000.0,60.0,110.0,2.0,3.0,3.0,1.0,,SHM,3500.0,Unfurnished,
Kembangan,Jakarta Barat,-6.1987086,106.741926,21/02/2024,2333000000.0,60.0,110.0,2.0,,,1.0,,SHM,3500.0,Unfurnished,
Tebet,Jakarta Selatan,-6.2251223,106.8549881,29/02/2024,2900000000.0,148.0,200.0,2.0,5.0,3.0,,3.0,SHM,7700.0,Unfurnished,2023.0
Gambir,Jakarta Pusat,-6.1673595,106.8209277,21/02/2024,5900000000.0,71.0,280.0,5.0,10.0,10.0,1.0,1.0,HGB,5500.0,Full Furnished,
Pesanggrahan,Jakarta Selatan,-6.2365273,106.751266,21/02/2024,5000000000.0,215.0,425.0,3.0,5.0,4.0,2.0,,SHM,5500.0,Full Furnished,
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,21/02/2024,2100000000.0,102.0,200.0,2.0,4.0,2.0,2.0,,PPJB,3300.0,Unfurnished,
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,21/02/2024,3200000000.0,200.0,300.0,,4.0,3.0,2.0,,SHM,3300.0,Full Furnished,
Cempaka Putih,Jakarta Pusat,-6.1868333,106.8665002,01/03/2024,5900000000.0,330.0,330.0,2.0,4.0,4.0,1.0,1.0,SHM,2200.0,Unfurnished,2010.0
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,21/02/2024,2975000000.0,200.0,300.0,1.0,4.0,3.0,,,SHM,2200.0,Unfurnished,
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,21/02/2024,2200000000.0,108.0,155.0,2.0,5.0,3.0,1.0,,HGB,3500.0,Unfurnished,
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,21/02/2024,3500000000.0,132.0,149.0,1.0,4.0,4.0,1.0,,SHM,2200.0,Unfurnished,
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,21/02/2024,6500000000.0,170.0,390.0,3.0,7.0,5.0,2.0,2.0,SHM,5500.0,,
Jakarta Garden City,Cakung,-6.1784595,106.953508,21/02/2024,3000000000.0,119.0,168.0,2.0,4.0,3.0,2.0,,PPJB,4400.0,Unfurnished,
Asya JGC,Cakung,-6.166989,106.9557673,21/02/2024,2850000000.0,98.0,115.0,2.0,3.0,3.0,2.0,,PPJB,3500.0,Unfurnished,
Jagakarsa,Jakarta Selatan,-6.3360601,106.8256645,21/02/2024,3700000000.0,286.0,168.0,3.0,4.0,3.0,2.0,,SHM,3500.0,Unfurnished,
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,21/02/2024,3700000000.0,213.0,200.0,1.0,5.0,4.0,2.0,,PPJB,5500.0,Unfurnished,
Cakung,Jakarta Timur,-6.187507500000001,106.9593843,21/02/2024,1600000000.0,90.0,58.0,2.0,2.0,2.0,2.0,,SHM,2200.0,Unfurnished,
Penjaringan,Jakarta Utara,-6.116455699999999,106.7557702,21/02/2024,9500000000.0,240.0,345.0,2.0,4.0,3.0,2.0,2.0,SHM,11000.0,Semi Furnished,
Ragunan,Pasar Minggu,-6.301752,106.8207875,21/02/2024,980000000.0,43.0,77.0,2.0,3.0,2.0,1.0,,SHM,3300.0,Unfurnished,2024.0
Jati Padang,Pasar Minggu,-6.286017699999999,106.8325872,21/02/2024,980000000.0,43.0,77.0,2.0,3.0,2.0,1.0,,SHM,3300.0,Semi Furnished,2024.0
Makasar,Jakarta Timur,-6.2652116,106.8758468,01/03/2024,2350000000.0,312.0,312.0,2.0,5.0,3.0,,5.0,SHM,3500.0,,
Pasar Minggu,Jakarta Selatan,-6.289610499999999,106.8399623,21/02/2024,980000000.0,43.0,77.0,2.0,3.0,2.0,1.0,,SHM,3300.0,Unfurnished,2024.0
Kosambi Baru,Cengkareng,-6.176865800000001,106.7101632,21/02/2024,1400000000.0,99.0,112.0,,4.0,3.0,1.0,,SHM,2200.0,Unfurnished,2000.0
Panglima Polim,Kebayoran Baru,-6.2482506,106.797766,01/03/2024,130000000000.0,1470.0,600.0,1.0,10.0,5.0,8.0,,SHM,10600.0,Semi Furnished,2008.0
Duri Kosambi,Cengkareng,-6.1721148,106.7205154,21/02/2024,1000000000.0,50.0,100.0,,3.0,3.0,1.0,,SHM,2200.0,Unfurnished,2023.0
Pesanggrahan,Jakarta Selatan,-6.2365273,106.751266,01/03/2024,2000000000.0,194.0,135.0,2.0,3.0,2.0,,1.0,SHM,1300.0,Unfurnished,1990.0
Pesanggrahan,Jakarta Selatan,-6.2365273,106.751266,01/03/2024,2000000000.0,194.0,135.0,2.0,3.0,2.0,,,SHM,1300.0,Unfurnished,1990.0
Mampang Prapatan,Jakarta Selatan,-6.2481661,106.8262565,21/02/2024,20000000000.0,700.0,400.0,,6.0,5.0,,,SHM,,,
Duren Sawit,Jakarta Timur,-6.2321915,106.9152021,21/02/2024,1575000000.0,140.0,144.0,2.0,4.0,3.0,2.0,,SHM,2197.0,Unfurnished,
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,21/02/2024,28000000000.0,1000.0,650.0,2.0,4.0,4.0,5.0,2.0,SHM,,Full Furnished,2020.0
Penjaringan,Jakarta Utara,-6.116455699999999,106.7557702,21/02/2024,4850000000.0,120.0,166.0,2.0,3.0,3.0,2.0,,PPJB,,,2023.0
Cilandak,Jakarta Selatan,-6.277122299999999,106.7975781,01/03/2024,6700000000.0,241.0,149.0,1.0,3.0,2.0,4.0,,SHM,2198.0,Unfurnished,2000.0
cipete,Cilandak,-6.2716448,106.8030892,21/02/2024,22000000000.0,650.0,700.0,2.0,6.0,5.0,2.0,3.0,SHM,,Unfurnished,2000.0
Koja,Jakarta Utara,-6.115910299999999,106.9081259,01/03/2024,450000000.0,58.0,58.0,1.0,2.0,1.0,,,HGB,1300.0,,2020.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,01/03/2024,11500000000.0,332.0,269.0,2.0,4.0,4.0,,,SHM,2200.0,Unfurnished,2017.0
Matraman,Jakarta Timur,-6.2018754,106.8688565,01/03/2024,16500000000.0,594.0,300.0,,7.0,5.0,2.0,,SHM,4400.0,Unfurnished,
bintaro,Pesanggrahan,-6.2678825,106.7617984,29/02/2024,7300000000.0,537.0,464.0,2.0,8.0,4.0,2.0,2.0,HGB,4400.0,Unfurnished,
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,01/03/2024,4600000000.0,144.0,236.0,2.0,3.0,2.0,,,SHM,2200.0,Unfurnished,2017.0
Kelapa Gading,Jakarta Utara,-6.161308699999999,106.9049822,01/03/2024,5900000000.0,100.0,142.0,2.0,3.0,3.0,,,PPJB,4400.0,Unfurnished,2018.0
